customer_id,months_active,logins_per_month,support_tickets,plan,ltv,is_churned,nps_score
F0967,1.0,32.0,2.0,Professional,4204.98,0,3
F0968,4.0,0.0,5.0,Starter,757.45,1,4
F0969,23.0,0.0,6.0,Professional,,1,3
F0970,5.0,84.0,0.0,Professional,7548.2,0,6
F0971,3.0,16.0,4.0,Professional,1927.85,0,10
F0972,27.0,166.0,2.0,Enterprise,28010.66,0,8
F0973,5.0,73.0,5.0,Professional,3957.7,1,4
F0974,4.0,10.0,8.0,Starter,1902.68,0,4
F0975,1.0,21.0,7.0,Starter,897.24,1,1
F0976,14.0,19.0,6.0,Starter,1651.56,0,7
F0977,14.0,27.0,5.0,Professional,3337.26,0,8
F0978,4.0,14.0,7.0,Starter,668.27,1,3
F0979,17.0,30.0,1.0,Professional,5370.88,1,4
F0980,1.0,71.0,0.0,Professional,7986.89,0,5
F0981,3.0,7.0,3.0,Starter,1083.39,1,3
F0982,9.0,52.0,3.0,Professional,7586.01,0,6
F0983,8.0,13.0,7.0,Starter,1593.87,0,6
F0984,7.0,16.0,3.0,Starter,1612.14,0,1
F0985,3.0,96.0,4.0,Professional,4333.74,1,8
F0986,28.0,48.0,7.0,Professional,4012.52,1,7
F0987,1.0,85.0,2.0,Professional,2747.49,0,4
F0988,20.0,66.0,,Professional,7765.62,0,3
F0989,17.0,29.0,9.0,Starter,1922.85,0,4
F0990,17.0,109.0,1.0,Enterprise,28170.83,0,0
F0991,16.0,72.0,3.0,Professional,3425.64,0,8
F0992,6.0,53.0,4.0,Professional,3093.67,0,3
F0993,2.0,0.0,1.0,Starter,1978.36,1,5
F0994,48.0,27.0,8.0,Professional,1932.53,0,5
F0995,1.0,69.0,2.0,Professional,6983.17,0,4
F0996,11.0,20.0,5.0,Starter,775.37,1,3
F0997,10.0,81.0,1.0,Enterprise,19309.48,0,9
F0998,4.0,17.0,3.0,Starter,1680.76,1,1
F0999,17.0,135.0,2.0,Enterprise,10446.28,0,8
F1000,3.0,54.0,4.0,Professional,3802.1,0,4
F1001,,22.0,6.0,Starter,1908.85,1,3
F1002,5.0,69.0,3.0,Professional,6043.93,0,4
F1003,29.0,118.0,0.0,Enterprise,28383.36,0,6
F1004,6.0,42.0,5.0,Professional,6423.78,0,3
F1005,44.0,151.0,,Enterprise,9635.39,0,10
F1006,17.0,66.0,1.0,Professional,2820.85,0,6
F1007,17.0,20.0,,Professional,4693.21,0,6
F1008,29.0,126.0,1.0,Enterprise,17940.06,0,8
F1009,8.0,3.0,4.0,Starter,880.73,0,3
F1010,8.0,30.0,4.0,Professional,6579.41,0,5
F1011,8.0,8.0,8.0,Starter,127.89,0,5
F1012,15.0,121.0,1.0,Enterprise,25833.28,0,8
F1013,21.0,131.0,0.0,Enterprise,8002.98,0,7
F1014,1.0,10.0,3.0,Starter,219.81,0,4
F1015,5.0,45.0,4.0,Professional,4153.86,0,1
F1016,18.0,104.0,0.0,Enterprise,30705.61,0,8
F1017,8.0,25.0,8.0,Starter,375.49,1,1
F1018,15.0,0.0,4.0,Professional,5105.04,0,5
F1019,43.0,110.0,2.0,Enterprise,26319.64,0,7
F1020,2.0,30.0,11.0,Starter,536.11,0,4
F1021,9.0,67.0,4.0,Professional,4830.15,0,7
F1022,1.0,27.0,5.0,Starter,1831.67,1,7
F1023,14.0,58.0,1.0,Enterprise,21830.17,0,6
F1024,26.0,82.0,,Enterprise,12247.72,0,9
F1025,24.0,135.0,2.0,Enterprise,24950.99,0,8
F1026,18.0,93.0,,Professional,5349.3,0,5
F1027,31.0,85.0,0.0,Enterprise,8727.78,0,9
F1028,32.0,108.0,0.0,Enterprise,10446.05,0,8
F1029,4.0,19.0,7.0,Starter,397.88,1,5
F1030,8.0,76.0,1.0,Enterprise,11679.81,0,7
F1031,4.0,20.0,6.0,Starter,592.98,0,2
F1032,32.0,0.0,1.0,Professional,4451.68,0,7
F1033,1.0,19.0,10.0,Starter,806.26,0,6
F1034,1.0,5.0,1.0,Starter,1792.23,1,3
F1035,1.0,10.0,7.0,Starter,1263.01,1,1
F1036,2.0,71.0,2.0,Professional,7194.94,0,5
F1037,3.0,19.0,7.0,Starter,1101.37,0,4
F1038,10.0,54.0,1.0,Professional,2084.16,0,5
F1039,1.0,24.0,3.0,Starter,980.25,1,4
F1040,14.0,0.0,4.0,Starter,1661.86,0,3
F1041,18.0,60.0,1.0,Professional,2761.67,0,7
F1042,3.0,35.0,1.0,Professional,2092.89,0,3
F1043,1.0,24.0,6.0,Starter,725.93,0,6
F1044,1.0,72.0,1.0,Professional,4027.84,0,9
F1045,28.0,141.0,1.0,Enterprise,16268.96,0,7
F1046,2.0,96.0,,Professional,2379.07,0,0
F1047,2.0,26.0,6.0,Starter,576.6,1,4
F1048,22.0,13.0,8.0,Starter,1396.34,1,1
F1049,16.0,119.0,0.0,Enterprise,18420.07,0,8
F1050,13.0,21.0,8.0,Starter,1301.84,0,6
F1051,25.0,124.0,0.0,Enterprise,22480.2,0,9
F1052,1.0,72.0,1.0,Professional,5068.84,0,9
F1053,39.0,53.0,1.0,Enterprise,14710.84,0,8
F1054,10.0,102.0,1.0,Professional,4890.03,0,4
F1055,39.0,121.0,2.0,Enterprise,8637.06,0,8
F1056,44.0,14.0,2.0,Professional,4306.33,1,5
F1057,1.0,32.0,6.0,Professional,5222.05,0,5
F1058,34.0,1.0,3.0,Professional,2682.97,0,5
F1059,7.0,27.0,3.0,Professional,3167.63,0,4
F1060,33.0,51.0,4.0,Professional,2926.95,0,6
F1061,41.0,165.0,0.0,Enterprise,9905.06,0,7
F1062,23.0,132.0,1.0,Enterprise,17392.15,0,7
F1063,11.0,60.0,3.0,Professional,7863.28,1,0
F1064,7.0,26.0,2.0,Professional,3800.22,0,1
F1065,6.0,34.0,3.0,Professional,4493.49,0,7
F1066,25.0,36.0,3.0,Professional,5745.07,0,1
F1067,1.0,7.0,4.0,Starter,1332.15,1,5
F1068,1.0,11.0,5.0,Starter,1904.8,0,1
F1069,4.0,48.0,3.0,Professional,7074.17,0,5
F1070,7.0,11.0,4.0,Starter,1608.51,0,5
F1071,24.0,8.0,8.0,Starter,1908.09,0,8
F1072,1.0,16.0,6.0,Starter,538.45,1,4
F1073,10.0,11.0,6.0,Starter,1272.4,1,1
F1074,8.0,0.0,5.0,Starter,1785.67,1,5
F1075,35.0,121.0,1.0,Enterprise,24851.73,0,8
F1076,13.0,52.0,4.0,Professional,7853.23,0,6
F1077,9.0,15.0,5.0,Professional,2152.29,1,7
F1078,1.0,40.0,4.0,Professional,4355.65,1,1
F1079,1.0,20.0,1.0,Starter,1956.99,0,4
F1080,6.0,,0.0,Enterprise,18248.34,0,8
F1081,16.0,23.0,0.0,Professional,6307.12,0,8
F1082,10.0,11.0,6.0,Starter,157.77,0,5
F1083,1.0,70.0,2.0,Professional,6016.44,0,2
F1084,37.0,174.0,2.0,Enterprise,33234.92,0,9
F1085,46.0,139.0,0.0,Enterprise,18333.07,0,8
F1086,,82.0,3.0,Professional,1638.45,0,2
F1087,7.0,63.0,1.0,Professional,1681.41,0,6
F1088,28.0,8.0,4.0,Starter,1794.84,1,6
F1089,21.0,139.0,1.0,Enterprise,27507.93,0,0
F1090,25.0,14.0,6.0,Starter,302.7,0,6
F1091,17.0,131.0,1.0,Enterprise,9473.94,0,6
F1092,8.0,31.0,6.0,Professional,6731.36,0,4
F1093,5.0,66.0,0.0,Professional,,0,4
F1094,1.0,51.0,3.0,Professional,2283.39,0,8
F1095,2.0,17.0,4.0,Starter,672.89,1,0
F1096,2.0,14.0,3.0,Starter,1582.05,0,1
F1097,1.0,12.0,5.0,Starter,1098.28,1,4
F1098,6.0,19.0,7.0,Starter,1917.51,1,5
F1099,12.0,44.0,2.0,Professional,4626.91,0,7
F1100,8.0,15.0,4.0,Professional,5900.23,0,5
F1101,13.0,0.0,8.0,Starter,1068.59,0,4
F1102,29.0,125.0,2.0,Enterprise,33460.07,0,7
F1103,34.0,106.0,2.0,Enterprise,18763.8,0,0
F1104,35.0,68.0,2.0,Enterprise,14204.5,0,9
F1105,18.0,123.0,0.0,Enterprise,16819.11,0,9
F1106,6.0,14.0,9.0,Starter,1720.27,1,5
F1107,4.0,42.0,6.0,Professional,4736.6,0,7
F1108,13.0,61.0,4.0,Professional,3802.64,1,3
F1109,5.0,87.0,0.0,Professional,5037.69,0,7
F1110,1.0,27.0,4.0,Starter,353.14,0,4
F1111,24.0,124.0,0.0,Enterprise,8144.7,0,9
F1112,1.0,14.0,4.0,Starter,633.11,0,0
F1113,2.0,16.0,,Starter,1249.51,0,5
F1114,9.0,,5.0,Professional,6125.93,0,2
F1115,7.0,48.0,3.0,Professional,6872.97,0,5
F1116,3.0,59.0,5.0,Professional,7523.31,0,4
F1117,1.0,0.0,4.0,Starter,883.01,0,4
F1118,17.0,122.0,2.0,Enterprise,27993.95,0,8
F1119,6.0,19.0,11.0,Starter,241.88,1,3
F1120,1.0,10.0,3.0,Starter,209.31,1,4
F1121,7.0,117.0,0.0,Enterprise,11369.55,0,0
F1122,46.0,86.0,1.0,Enterprise,20111.37,0,8
F1123,29.0,82.0,0.0,Enterprise,13704.6,0,6
F1124,35.0,126.0,0.0,Enterprise,15746.97,0,7
F1125,10.0,36.0,1.0,Professional,5711.22,1,7
F1126,3.0,10.0,5.0,Professional,3830.39,0,3
F1127,3.0,3.0,3.0,Starter,1159.01,1,6
F1128,1.0,30.0,3.0,Professional,4180.62,0,7
F1129,8.0,74.0,6.0,Professional,2598.3,0,5
F1130,1.0,16.0,9.0,Starter,240.64,0,9
F1131,9.0,33.0,1.0,Professional,3035.5,0,8
F1132,16.0,40.0,4.0,Professional,1875.05,0,4
F1133,4.0,28.0,8.0,Starter,1275.36,0,5
F1134,1.0,24.0,6.0,Starter,1611.86,1,4
F1135,2.0,27.0,6.0,Professional,3708.31,1,4
F1136,1.0,26.0,4.0,Starter,835.51,1,1
F1137,44.0,117.0,2.0,Enterprise,30037.16,0,9
F1138,15.0,74.0,4.0,Professional,2946.98,1,4
F1139,4.0,50.0,3.0,Professional,2274.54,0,5
F1140,5.0,84.0,5.0,Professional,4757.27,0,4
F1141,17.0,,1.0,Enterprise,25447.13,0,7
F1142,1.0,12.0,3.0,Starter,1239.34,0,3
F1143,1.0,85.0,5.0,Professional,6140.17,0,0
F1144,1.0,0.0,3.0,Professional,1868.88,1,1
F1145,3.0,14.0,11.0,Starter,913.58,0,4
F1146,,108.0,0.0,Enterprise,14441.4,0,7
F1147,4.0,72.0,2.0,Professional,6434.29,0,8
F1148,19.0,81.0,4.0,Professional,7172.75,0,10
F1149,20.0,141.0,3.0,Enterprise,15596.07,0,8
F1150,26.0,127.0,1.0,Enterprise,10570.89,0,6
F1151,12.0,56.0,7.0,Professional,3147.28,1,6
F1152,16.0,109.0,1.0,Enterprise,10808.23,0,8
F1153,11.0,60.0,3.0,Professional,3595.74,1,9
F1154,26.0,91.0,3.0,Professional,4998.29,0,9
F1155,48.0,34.0,5.0,Professional,7828.93,0,7
F1156,12.0,44.0,2.0,Professional,4095.91,1,4
F1157,1.0,14.0,5.0,Starter,518.08,1,5
F1158,19.0,150.0,0.0,Enterprise,12503.65,0,8
F1159,20.0,126.0,1.0,Enterprise,12672.07,0,8
F1160,,24.0,8.0,Starter,465.94,1,1
F1161,24.0,151.0,0.0,Enterprise,,0,9
F1162,,20.0,5.0,Starter,215.95,1,4
F1163,,4.0,4.0,Starter,1995.07,0,3
F1164,14.0,96.0,3.0,Professional,4897.46,0,4
F1165,7.0,29.0,11.0,Starter,1134.12,0,2
F1166,12.0,121.0,3.0,Enterprise,17654.22,0,8
F1167,32.0,78.0,0.0,Enterprise,26636.89,0,6
F1168,21.0,15.0,,Professional,4564.47,0,7
F1169,1.0,17.0,9.0,Starter,725.22,1,1
F1170,1.0,7.0,2.0,Starter,603.76,1,1
F1171,3.0,,4.0,Professional,7516.73,1,9
F1172,28.0,72.0,2.0,Enterprise,15856.72,0,7
F1173,13.0,43.0,3.0,Professional,4336.56,1,4
F1174,4.0,16.0,6.0,Starter,765.65,0,6
F1175,2.0,90.0,1.0,Professional,2060.16,0,9
F1176,7.0,67.0,1.0,Professional,2708.57,1,2
F1177,3.0,45.0,3.0,Professional,2731.76,0,4
F1178,2.0,18.0,8.0,Starter,1417.93,0,2
F1179,10.0,62.0,6.0,Professional,4142.81,0,7
F1180,13.0,73.0,4.0,Professional,6582.79,1,9
F1181,20.0,118.0,,Enterprise,27141.67,0,7
F1182,8.0,25.0,6.0,Starter,464.89,0,6
F1183,17.0,75.0,2.0,Professional,5158.96,0,4
F1184,17.0,122.0,1.0,Enterprise,28058.54,0,8
F1185,9.0,13.0,7.0,Starter,1302.78,0,1
F1186,30.0,147.0,0.0,Enterprise,24200.45,0,8
F1187,1.0,37.0,2.0,Professional,6307.47,0,5
F1188,7.0,0.0,4.0,Starter,207.88,1,3
F1189,11.0,0.0,5.0,Starter,1489.7,1,4
F1190,3.0,35.0,2.0,Professional,3272.26,0,3
F1191,8.0,21.0,6.0,Starter,1186.56,0,2
F1192,1.0,44.0,0.0,Professional,3074.98,0,6
F1193,4.0,17.0,3.0,Starter,1693.75,0,6
F1194,6.0,42.0,2.0,Professional,4623.64,0,5
F1195,3.0,10.0,6.0,Starter,1321.59,0,5
F1196,12.0,89.0,1.0,Enterprise,29440.22,0,9
F1197,45.0,117.0,2.0,Enterprise,32173.51,0,9
F1198,23.0,114.0,0.0,Enterprise,27765.68,0,0
F1199,11.0,65.0,3.0,Professional,2467.0,0,4
F1200,2.0,17.0,10.0,Starter,1723.61,0,2
F1201,6.0,50.0,4.0,Professional,5520.76,1,9
F1202,5.0,0.0,7.0,Starter,1257.95,0,5
F1203,3.0,25.0,7.0,Starter,1850.55,0,4
F1204,1.0,14.0,8.0,Starter,572.78,0,4
F1205,3.0,56.0,0.0,Professional,3057.32,0,3
F1206,16.0,95.0,3.0,Professional,4835.76,1,9
F1207,19.0,77.0,3.0,Professional,6380.61,0,6
F1208,1.0,66.0,3.0,Professional,4407.06,0,7
F1209,15.0,14.0,4.0,Starter,1304.39,0,1
F1210,12.0,119.0,0.0,Enterprise,20218.17,1,9
F1211,16.0,61.0,4.0,Professional,5467.52,0,5
F1212,,65.0,1.0,Professional,,0,3
F1213,1.0,32.0,5.0,Starter,442.91,0,2
F1214,19.0,116.0,5.0,Professional,6019.96,0,3
F1215,1.0,62.0,0.0,Professional,6618.27,1,3
F1216,6.0,0.0,3.0,Starter,949.51,0,4
F1217,6.0,5.0,5.0,Starter,714.14,0,3
F1218,11.0,100.0,3.0,Professional,1588.04,0,6
F1219,2.0,72.0,3.0,Professional,6681.18,0,0
F1220,10.0,19.0,9.0,Starter,723.08,1,3
F1221,18.0,114.0,0.0,Enterprise,17647.36,0,6
F1222,9.0,3.0,8.0,Starter,738.41,0,3
F1223,4.0,96.0,4.0,Professional,4741.81,0,8
F1224,22.0,95.0,1.0,Enterprise,26967.49,0,0
F1225,2.0,,4.0,Professional,6517.11,0,0
F1226,12.0,22.0,6.0,Professional,4051.71,0,6
F1227,,49.0,1.0,Professional,5810.16,0,2
F1228,4.0,24.0,6.0,Starter,1469.3,0,4
F1229,21.0,112.0,2.0,Enterprise,16016.77,0,8
F1230,17.0,45.0,0.0,Professional,2128.04,0,8
F1231,46.0,120.0,2.0,Enterprise,32155.97,0,10
F1232,5.0,1.0,10.0,Starter,1386.52,1,5
F1233,2.0,0.0,9.0,Starter,1331.41,1,4
F1234,10.0,22.0,3.0,Starter,211.91,0,5
F1235,12.0,44.0,4.0,Professional,6816.17,0,5
F1236,1.0,72.0,1.0,Professional,5179.35,0,3
F1237,25.0,153.0,0.0,Enterprise,30892.88,0,8
F1238,32.0,84.0,7.0,Professional,7834.65,1,6
F1239,26.0,71.0,1.0,Enterprise,33841.71,0,7
F1240,1.0,8.0,6.0,Starter,1726.57,1,6
F1241,20.0,136.0,1.0,Enterprise,8295.58,0,9
F1242,1.0,68.0,2.0,Professional,7257.23,0,3
F1243,37.0,,6.0,Professional,1987.91,0,8
F1244,43.0,92.0,1.0,Enterprise,30982.24,0,8
F1245,1.0,84.0,2.0,Professional,3321.13,0,4
F1246,2.0,64.0,2.0,Professional,5465.44,0,8
F1247,3.0,0.0,6.0,Starter,172.33,1,3
F1248,1.0,9.0,8.0,Starter,1565.25,0,7
F1249,12.0,127.0,0.0,Enterprise,11016.07,0,7
F1250,7.0,12.0,0.0,Professional,4169.47,1,2
F1251,7.0,3.0,5.0,Professional,6813.4,1,5
F1252,1.0,10.0,1.0,Professional,6019.77,0,7
F1253,20.0,17.0,5.0,Starter,111.48,1,2
F1254,1.0,10.0,11.0,Starter,865.76,1,1
F1255,1.0,39.0,0.0,Professional,1772.53,0,6
F1256,10.0,40.0,3.0,Professional,5877.75,1,3
F1257,4.0,0.0,7.0,Starter,1941.0,1,4
F1258,5.0,43.0,2.0,Professional,5759.2,0,5
F1259,,0.0,7.0,Starter,526.31,0,4
F1260,15.0,84.0,3.0,Professional,3809.01,1,3
F1261,1.0,,11.0,Starter,1955.64,1,6
F1262,17.0,0.0,2.0,Professional,2956.34,0,5
F1263,5.0,10.0,6.0,Starter,1166.91,1,5
F1264,5.0,44.0,3.0,Professional,4102.95,0,7
F1265,3.0,13.0,12.0,Starter,1559.8,1,1
F1266,1.0,25.0,7.0,Starter,1748.04,1,5
F1267,13.0,43.0,5.0,Professional,3715.44,0,3
F1268,7.0,52.0,1.0,Professional,5792.58,0,3
F1269,3.0,129.0,4.0,Professional,5068.81,0,9
F1270,4.0,13.0,11.0,Starter,629.04,0,6
F1271,48.0,99.0,3.0,Professional,3267.62,0,10
F1272,10.0,135.0,0.0,Enterprise,22543.05,0,0
F1273,4.0,41.0,4.0,Professional,2501.02,0,6
F1274,1.0,7.0,7.0,Starter,1640.54,1,5
F1275,2.0,54.0,1.0,Professional,1948.53,0,5
F1276,2.0,3.0,11.0,Starter,279.69,1,2
F1277,1.0,6.0,5.0,Starter,750.23,0,2
F1278,16.0,107.0,0.0,Enterprise,11188.48,0,8
F1279,9.0,17.0,5.0,Starter,1003.83,0,1
F1280,13.0,100.0,2.0,Professional,4097.89,1,0
F1281,1.0,42.0,1.0,Professional,6191.76,0,6
F1282,1.0,66.0,2.0,Professional,7694.53,0,5
F1283,1.0,14.0,0.0,Professional,6398.13,0,7
F1284,6.0,25.0,6.0,Starter,440.95,1,3
F1285,13.0,0.0,12.0,Starter,1877.49,1,2
F1286,5.0,74.0,5.0,Professional,4048.87,0,6
F1287,1.0,14.0,6.0,Starter,1000.96,1,2
F1288,7.0,51.0,3.0,Professional,4240.25,0,4
F1289,,11.0,6.0,Starter,633.04,0,2
F1290,2.0,1.0,3.0,Starter,1800.58,0,3
F1291,9.0,23.0,5.0,Professional,3659.55,0,9
F1292,6.0,23.0,6.0,Starter,1199.33,0,1
F1293,1.0,55.0,3.0,Professional,3060.22,0,8
F1294,1.0,47.0,,Professional,6682.94,0,7
F1295,17.0,133.0,1.0,Enterprise,28903.36,0,10
F1296,6.0,16.0,5.0,Starter,662.99,1,10
F1297,1.0,7.0,5.0,Starter,1394.95,0,6
F1298,4.0,39.0,10.0,Starter,1437.36,1,5
F1299,1.0,73.0,1.0,Professional,5156.32,0,3
F1300,6.0,58.0,3.0,Professional,5403.89,0,3
F1301,6.0,9.0,3.0,Starter,1191.46,0,4
F1302,20.0,148.0,0.0,Enterprise,10210.34,0,6
F1303,5.0,7.0,5.0,Starter,1373.5,0,5
F1304,1.0,,1.0,Professional,4553.54,0,1
F1305,7.0,97.0,3.0,Professional,4349.97,0,8
F1306,8.0,120.0,1.0,Enterprise,31219.98,0,8
F1307,3.0,35.0,4.0,Professional,1650.97,0,6
F1308,18.0,120.0,0.0,Enterprise,14785.5,0,7
F1309,7.0,23.0,12.0,Starter,330.67,1,1
F1310,15.0,138.0,3.0,Enterprise,8954.21,0,9
F1311,9.0,,8.0,Starter,623.79,0,6
F1312,19.0,82.0,0.0,Enterprise,34688.86,0,8
F1313,3.0,78.0,0.0,Professional,3256.49,0,7
F1314,11.0,114.0,0.0,Enterprise,25920.06,1,8
F1315,30.0,57.0,3.0,Professional,2268.94,0,6
F1316,1.0,85.0,2.0,Professional,5412.01,0,7
F1317,7.0,72.0,3.0,Professional,7899.13,0,7
F1318,2.0,63.0,4.0,Professional,3396.94,0,8
F1319,2.0,0.0,10.0,Starter,,0,5
F1320,1.0,14.0,6.0,Starter,1995.39,1,4
F1321,1.0,7.0,3.0,Starter,1218.25,0,2
F1322,2.0,22.0,9.0,Starter,687.86,1,3
F1323,16.0,149.0,1.0,Enterprise,26185.34,0,9
F1324,3.0,11.0,7.0,Starter,1705.21,0,1
F1325,6.0,99.0,1.0,Enterprise,12626.46,0,9
F1326,1.0,30.0,5.0,Starter,959.78,1,3
F1327,1.0,8.0,2.0,Starter,706.46,1,2
F1328,3.0,25.0,3.0,Professional,3341.83,1,0
F1329,3.0,34.0,3.0,Professional,7095.34,0,7
F1330,1.0,41.0,7.0,Professional,4240.75,0,5
F1331,15.0,33.0,3.0,Professional,3704.0,0,9
F1332,1.0,76.0,2.0,Professional,5422.82,0,3
F1333,5.0,0.0,8.0,Starter,516.86,1,2
F1334,30.0,93.0,2.0,Enterprise,14207.12,0,8
F1335,12.0,118.0,2.0,Enterprise,22047.8,1,7
F1336,31.0,60.0,4.0,Professional,4160.27,0,6
F1337,1.0,31.0,5.0,Starter,660.47,0,4
F1338,19.0,93.0,9.0,Professional,1850.68,0,6
F1339,1.0,0.0,4.0,Starter,,1,7
F1340,9.0,0.0,6.0,Starter,1651.56,1,1
F1341,,15.0,9.0,Starter,1717.62,1,4
F1342,7.0,38.0,9.0,Professional,3030.36,0,4
F1343,9.0,84.0,0.0,Enterprise,24190.31,0,8
F1344,,55.0,2.0,Professional,7063.23,0,6
F1345,17.0,60.0,6.0,Professional,4156.72,0,4
F1346,21.0,34.0,4.0,Professional,7558.89,0,4
F1347,1.0,8.0,9.0,Starter,1815.66,0,5
F1348,3.0,35.0,1.0,Professional,2852.87,1,6
F1349,26.0,107.0,1.0,Enterprise,14992.05,0,8
F1350,2.0,20.0,8.0,Starter,442.84,1,5
F1351,,87.0,2.0,Enterprise,13293.47,1,9
F1352,11.0,38.0,1.0,Professional,7401.1,0,4
F1353,1.0,45.0,3.0,Professional,7552.4,0,4
F1354,3.0,54.0,1.0,Professional,1837.33,0,3
F1355,6.0,61.0,2.0,Professional,5358.42,0,6
F1356,17.0,181.0,2.0,Enterprise,23234.25,0,7
F1357,17.0,137.0,1.0,Enterprise,18544.79,0,8
F1358,2.0,69.0,6.0,Professional,5606.03,0,8
F1359,15.0,12.0,4.0,Starter,1900.0,0,3
F1360,2.0,30.0,3.0,Professional,2606.66,0,4
F1361,17.0,104.0,,Enterprise,11251.09,0,10
F1362,6.0,7.0,6.0,Starter,163.44,0,7
F1363,12.0,64.0,5.0,Professional,3864.92,1,4
F1364,19.0,13.0,3.0,Professional,,0,6
F1365,1.0,69.0,2.0,Professional,4300.33,1,0
F1366,6.0,13.0,3.0,Starter,1056.29,0,4
F1367,7.0,73.0,4.0,Professional,6425.86,0,9
F1368,21.0,98.0,0.0,Enterprise,18587.06,0,0
F1369,2.0,5.0,7.0,Starter,728.16,1,4
F1370,7.0,10.0,6.0,Starter,1671.07,0,5
F1371,37.0,107.0,1.0,Enterprise,30944.51,0,9
F1372,1.0,23.0,7.0,Starter,542.26,1,5
F1373,6.0,143.0,0.0,Enterprise,16496.14,0,9
F1374,24.0,102.0,3.0,Professional,6863.26,0,0
F1375,10.0,10.0,8.0,Starter,250.88,1,3
F1376,23.0,19.0,2.0,Enterprise,16797.86,0,9
F1377,17.0,44.0,6.0,Professional,4414.28,0,6
F1378,8.0,60.0,2.0,Professional,2715.97,0,7
F1379,11.0,72.0,2.0,Professional,2669.44,1,9
F1380,26.0,62.0,4.0,Professional,4261.6,0,3
F1381,4.0,10.0,7.0,Starter,1533.59,1,6
F1382,17.0,,1.0,Professional,6961.51,0,5
F1383,41.0,88.0,2.0,Enterprise,,0,0
F1384,1.0,12.0,7.0,Starter,240.57,0,3
F1385,5.0,28.0,1.0,Professional,2908.43,0,10
F1386,17.0,15.0,2.0,Starter,1537.6,0,0
F1387,10.0,94.0,4.0,Professional,5013.89,0,4
F1388,4.0,13.0,8.0,Starter,722.59,0,4
F1389,23.0,115.0,0.0,Enterprise,13550.92,1,8
F1390,4.0,12.0,2.0,Professional,3323.1,0,8
F1391,8.0,12.0,11.0,Starter,915.65,1,4
F1392,1.0,26.0,2.0,Starter,,0,0
F1393,3.0,12.0,9.0,Starter,1932.03,1,3
F1394,16.0,47.0,4.0,Professional,2199.32,0,5
F1395,1.0,26.0,10.0,Starter,1972.6,0,2
F1396,23.0,110.0,3.0,Enterprise,30731.12,0,8
F1397,4.0,87.0,5.0,Professional,4250.49,0,6
F1398,5.0,2.0,4.0,Starter,1505.65,1,4
F1399,1.0,71.0,2.0,Professional,5864.85,0,6
F1400,11.0,96.0,4.0,Professional,2886.36,0,0
F1401,1.0,25.0,3.0,Starter,,0,2
F1402,1.0,0.0,3.0,Starter,1074.93,1,3
F1403,4.0,8.0,4.0,Starter,1311.9,1,6
F1404,2.0,48.0,4.0,Professional,5028.82,0,8
F1405,4.0,80.0,3.0,Professional,4574.42,0,5
F1406,1.0,21.0,1.0,Professional,4380.49,0,4
F1407,44.0,,0.0,Enterprise,21453.14,0,8
F1408,13.0,71.0,1.0,Enterprise,19727.49,0,10
F1409,1.0,34.0,,Professional,5018.65,0,7
F1410,13.0,82.0,0.0,Enterprise,31975.6,0,0
F1411,1.0,30.0,5.0,Starter,1302.38,0,5
F1412,2.0,8.0,3.0,Starter,1472.98,1,7
F1413,1.0,,3.0,Starter,1235.22,1,1
F1414,1.0,15.0,7.0,Starter,1321.73,0,3
F1415,20.0,55.0,3.0,Professional,5259.27,0,4
F1416,31.0,102.0,3.0,Enterprise,8725.4,0,0
F1417,1.0,22.0,7.0,Starter,1999.24,1,4
F1418,11.0,16.0,5.0,Starter,163.86,1,5
F1419,1.0,57.0,3.0,Professional,4068.46,0,4
F1420,15.0,102.0,1.0,Enterprise,10838.12,0,9
F1421,4.0,10.0,7.0,Starter,284.16,0,0
F1422,8.0,69.0,1.0,Professional,6657.93,0,7
F1423,1.0,17.0,10.0,Starter,909.26,1,0
F1424,1.0,16.0,11.0,Starter,1622.16,0,6
F1425,38.0,97.0,2.0,Enterprise,15365.23,0,8
F1426,19.0,178.0,2.0,Enterprise,14924.5,1,9
F1427,2.0,10.0,,Starter,577.34,0,7
F1428,7.0,119.0,2.0,Enterprise,24635.93,0,9
F1429,8.0,50.0,2.0,Professional,6797.5,0,4
F1430,17.0,178.0,3.0,Enterprise,20211.05,1,0
F1431,4.0,47.0,2.0,Professional,3965.12,0,5
F1432,5.0,45.0,7.0,Professional,7828.27,1,1
F1433,18.0,57.0,2.0,Professional,2258.9,0,6
F1434,4.0,37.0,1.0,Professional,4663.11,1,6
F1435,7.0,16.0,6.0,Starter,876.13,0,6
F1436,14.0,38.0,7.0,Starter,286.44,1,2
F1437,4.0,17.0,7.0,Starter,609.58,1,1
F1438,13.0,,2.0,Professional,1684.87,1,6
F1439,8.0,7.0,5.0,Starter,1766.21,1,4
F1440,18.0,97.0,4.0,Professional,5451.02,0,6
F1441,12.0,178.0,1.0,Enterprise,30005.5,0,8
F1442,1.0,23.0,3.0,Starter,1090.95,0,1
F1443,4.0,71.0,6.0,Professional,5396.81,0,5
F1444,8.0,49.0,,Professional,6055.55,0,5
F1445,39.0,131.0,1.0,Enterprise,32516.31,0,9
F1446,1.0,6.0,6.0,Starter,274.33,1,4
F1447,13.0,26.0,3.0,Professional,3651.16,1,5
F1448,37.0,75.0,0.0,Enterprise,27143.71,0,10
